id	modo	comando	sha_target	estado	stdout_bytes	stderr_bytes	duracion_ms	fd_inicio	fd_fin	hijos_inicio	hijos_fin	zombis_inicio	zombis_fin	grupos_inicio	grupos_fin	temporales_inicio	temporales_fin	grupo_ejecucion_esrch	oraculo	resultado
C12_CONT_RAW	normal	testbin -test.run=^(TestContO3cCasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	508	6	6	0	0	0	0	0	0	0	0	si	error y EINTR no reintentan y conservan retorno raw	GO
C13_BORDE_BOOTSTRAP	normal	testbin -test.run=^(TestContO3cCasosAislados|TestContO3cOrdenLiteralYAusenciaP4)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	507	6	6	0	0	0	0	0	0	0	0	si	CONT comienza antes de bootstrap sin reloj intercalado	GO
C14_POLL	normal	testbin -test.run=^(TestObservacionO3cCasosAislados|TestObservacionO3cClasificacionCerrada)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	1109	6	6	0	0	0	0	0	0	0	0	si	poll cero clasifica vacio POLLIN exacto o infraestructura	GO
C15_PRECEDENCIA_RAW	normal	testbin -test.run=^(TestObservacionO3cCasosAislados|TestObservacionO3cPrecedenciaCASYAusenciaP5)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	1108	6	6	0	0	0	0	0	0	0	0	si	CONTROL precede observador y este precede pidfd	GO
C16_UNION	normal	testbin -test.run=^(TestObservacionO3cClasificacionCerrada|TestObservacionO3cPrecedenciaCASYAusenciaP5)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	107	6	6	0	0	0	0	0	0	0	0	si	discriminante cerrado unico e inmutable sin causa	GO
C17_OWNERS	normal	testbin -test.run=^(TestHandoffO3cP5CasosAislados|TestHandoffO3cP5OrdenYAusenciaP6)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	909	6	6	0	0	0	0	0	0	0	0	si	owner observador antes que lease; parcial CF sin rollback	GO
C18_O4A_OPACO	normal	testbin -test.run=^(TestHandoffO3cP5CasosAislados|TestHandoffO3cP5OrdenYAusenciaP6)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	910	6	6	0	0	0	0	0	0	0	0	si	agregado O4a opaco conserva custodia plazo raw y observacion	GO
C19_RETIRADA	normal	testbin -test.run=^(TestHandoffO3cP5CasosAislados|TestHandoffO3cP5SeleccionReserva|TestHandoffO3cP5OrdenYAusenciaP6)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	808	6	6	0	0	0	0	0	0	0	0	si	retirada pre CONT ordena terminalidad Wait ECHILD ESRCH cierres y liberacion	GO
C20_POST_CONT	normal	testbin -test.run=^(TestHandoffO3cP5CasosAislados|TestHandoffO3cP5OrdenYAusenciaP6)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	808	6	6	0	0	0	0	0	0	0	0	si	post CONT entrega o CF sin retirada cierre log ni retorno	GO
C21_FRONTERA	normal	testbin -test.run=^(TestAutoridadO3cSinEfectosPosteriores|TestContO3cOrdenLiteralYAusenciaP4|TestObservacionO3cPrecedenciaCASYAusenciaP5|TestHandoffO3cP5OrdenYAusenciaP6)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	106	6	6	0	0	0	0	0	0	0	0	si	sin espera causa TERMINAL ni APIs O4	GO
C22_RESIDUOS	normal	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	807	6	6	0	0	0	0	0	0	0	0	si	cien capturas por modo con FD hijos zombis grupos y temporales delta cero	GO
CAP_NORMAL_001	normal	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	807	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_NORMAL_002	normal	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	809	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_NORMAL_003	normal	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	807	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_NORMAL_004	normal	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	807	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_NORMAL_005	normal	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	807	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_NORMAL_006	normal	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	808	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_NORMAL_007	normal	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	808	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_NORMAL_008	normal	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	809	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_NORMAL_009	normal	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	908	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_NORMAL_010	normal	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	909	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_NORMAL_011	normal	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	1342	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_NORMAL_012	normal	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	1153	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_NORMAL_013	normal	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	916	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_NORMAL_014	normal	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	914	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_NORMAL_015	normal	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	911	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_NORMAL_016	normal	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	909	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_NORMAL_017	normal	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	909	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_NORMAL_018	normal	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	929	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_NORMAL_019	normal	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	1021	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_NORMAL_020	normal	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	908	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_NORMAL_021	normal	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	916	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_NORMAL_022	normal	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	916	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_NORMAL_023	normal	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	1036	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_NORMAL_024	normal	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	1020	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_NORMAL_025	normal	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	1047	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_NORMAL_026	normal	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	1022	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_NORMAL_027	normal	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	1023	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_NORMAL_028	normal	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	923	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_NORMAL_029	normal	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	908	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_NORMAL_030	normal	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	807	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_NORMAL_031	normal	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	911	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_NORMAL_032	normal	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	911	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_NORMAL_033	normal	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	809	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_NORMAL_034	normal	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	809	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_NORMAL_035	normal	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	1018	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_NORMAL_036	normal	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	914	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_NORMAL_037	normal	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	910	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_NORMAL_038	normal	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	907	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_NORMAL_039	normal	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	909	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_NORMAL_040	normal	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	808	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_NORMAL_041	normal	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	807	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_NORMAL_042	normal	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	809	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_NORMAL_043	normal	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	810	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_NORMAL_044	normal	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	911	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_NORMAL_045	normal	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	810	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_NORMAL_046	normal	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	808	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_NORMAL_047	normal	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	808	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_NORMAL_048	normal	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	911	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_NORMAL_049	normal	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	925	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_NORMAL_050	normal	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	921	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_NORMAL_051	normal	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	911	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_NORMAL_052	normal	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	1008	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_NORMAL_053	normal	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	917	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_NORMAL_054	normal	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	1128	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_NORMAL_055	normal	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	911	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_NORMAL_056	normal	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	1021	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_NORMAL_057	normal	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	935	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_NORMAL_058	normal	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	926	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_NORMAL_059	normal	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	914	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_NORMAL_060	normal	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	906	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_NORMAL_061	normal	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	909	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_NORMAL_062	normal	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	908	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_NORMAL_063	normal	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	1012	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
CAP_NORMAL_064	normal	testbin -test.run=^(TestHandoffO3cP5CasosAislados)$ -test.count=1	a26bda20e5ba7ad8f5015b54b491cd4ded0ed3b756e5efcfa7e86f61f382b9b1	0	5	0	909	5	5	0	0	0	0	0	0	0	0	si	captura completa con inventarios y residuos delta cero	GO
