id	modo	comando	sha_target	estado	stdout_bytes	stderr_bytes	duracion_ms	fd_inicio	fd_fin	hijos_inicio	hijos_fin	zombis_inicio	zombis_fin	grupos_inicio	grupos_fin	temporales_inicio	temporales_fin	oraculo	resultado
O15_HANDOFF	normal	testbin -test.run=^(TestHandoffO3bNegativosNoTransfieren)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	405	5	5	0	0	0	0	0	0	0	0	agregado conjunto sin writer; negativos no transfieren y origen queda cerrado	GO
O16_O3C_CERRADO	normal	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	205	5	5	0	0	0	0	0	0	0	0	cero CONT finCaso180 y TERMINAL; O3c sin efectos	GO
O17_BF	normal	testbin -test.run=^(TestBarreraO3bSinReferenciaFiableEsFatal|TestHandoffO3bParticionIrreversibleEsFatal|TestHandoffO3bLeasePerdidaEsFatalPorAPI)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	305	5	5	0	0	0	0	0	0	0	0	BF 65 sin retorno rollback cierre log ni E/S	GO
CAP_NORMAL_001	normal	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	206	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_NORMAL_002	normal	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	207	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_NORMAL_003	normal	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	205	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_NORMAL_004	normal	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	205	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_NORMAL_005	normal	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	205	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_NORMAL_006	normal	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	206	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_NORMAL_007	normal	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	206	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_NORMAL_008	normal	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	206	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_NORMAL_009	normal	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	206	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_NORMAL_010	normal	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	205	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_NORMAL_011	normal	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	207	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_NORMAL_012	normal	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	205	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_NORMAL_013	normal	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	205	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_NORMAL_014	normal	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	206	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_NORMAL_015	normal	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	206	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_NORMAL_016	normal	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	205	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_NORMAL_017	normal	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	205	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_NORMAL_018	normal	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	206	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_NORMAL_019	normal	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	206	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_NORMAL_020	normal	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	206	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_NORMAL_021	normal	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	207	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_NORMAL_022	normal	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	207	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_NORMAL_023	normal	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	206	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_NORMAL_024	normal	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	206	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_NORMAL_025	normal	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	206	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_NORMAL_026	normal	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	205	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_NORMAL_027	normal	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	205	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_NORMAL_028	normal	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	206	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_NORMAL_029	normal	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	206	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_NORMAL_030	normal	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	205	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_NORMAL_031	normal	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	206	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_NORMAL_032	normal	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	210	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_NORMAL_033	normal	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	206	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_NORMAL_034	normal	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	204	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_NORMAL_035	normal	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	206	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_NORMAL_036	normal	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	205	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_NORMAL_037	normal	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	208	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_NORMAL_038	normal	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	206	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_NORMAL_039	normal	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	208	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_NORMAL_040	normal	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	206	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_NORMAL_041	normal	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	207	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_NORMAL_042	normal	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	206	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_NORMAL_043	normal	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	206	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_NORMAL_044	normal	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	206	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_NORMAL_045	normal	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	206	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_NORMAL_046	normal	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	206	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_NORMAL_047	normal	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	205	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_NORMAL_048	normal	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	205	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_NORMAL_049	normal	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	205	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_NORMAL_050	normal	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	205	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_NORMAL_051	normal	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	205	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_NORMAL_052	normal	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	208	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_NORMAL_053	normal	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	206	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_NORMAL_054	normal	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	206	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_NORMAL_055	normal	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	206	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_NORMAL_056	normal	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	206	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_NORMAL_057	normal	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	206	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_NORMAL_058	normal	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	208	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_NORMAL_059	normal	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	210	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_NORMAL_060	normal	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	208	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_NORMAL_061	normal	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	205	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_NORMAL_062	normal	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	205	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_NORMAL_063	normal	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	206	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_NORMAL_064	normal	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	204	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_NORMAL_065	normal	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	205	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_NORMAL_066	normal	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	205	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_NORMAL_067	normal	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	205	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
CAP_NORMAL_068	normal	testbin -test.run=^(TestHandoffO3bNominalConjuntoYConsumido)$ -test.count=1	f09d79b014abc432bd02d5ee8062286cbf9957d0a4e2df40f632624700526b4d	0	5	0	205	4	4	0	0	0	0	0	0	0	0	captura completa; inventario hijos zombis grupos temporales y FD sin delta	GO
